video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y1hC6crefz0s,Music; Timpani; Gong,Music; Theme music; Video game music; Tick,1.739,1,3,4
Y1hDTYgABDRg,"Music; Speech; Singing; Crowd; Bang; Cheering; Whoop; Heart murmur; Heart sounds, heartbeat",Synthetic singing; Music,1.724,1,9,2
Y1heMbyumHAo,Music; Music of Africa; Reggae; Soul music,Music; Rhythm and blues; Music of Africa,1.837,2,4,3
Y1hIg-Lsvc7Q,"Vehicle; Car; Traffic noise, roadway noise; Bus; Motor vehicle (road)","Vehicle; Car; Bus; Traffic noise, roadway noise; Accelerating, revving, vroom",1.804,4,5,5
Y1hJnxzlxnQs,Music; Speech; Vehicle; Boom,Car passing by,1.836,0,4,1
Y1hknEtsmdOc,Speech; Vehicle; Music,Car passing by,1.863,0,3,1
Y1hMZbDz2KH8,Buzzer; Alarm; Fire alarm; Vehicle,Fire alarm,1.677,1,4,1
Y1HNGJDppKG0,"Speech; Chatter; Inside, public space; Outside, urban or manmade; Inside, large room or hall",Speech; Chatter,1.732,2,5,2
Y1HOdnni3Fl4,Jackhammer; Engine knocking; Lawn mower; Engine; Vehicle,Jackhammer,1.807,1,5,1
Y1hoUEfsTmdE,"Music; Child singing; Singing; Inside, small room; Speech",Female singing; Child singing; Music,1.855,2,5,3
Y1hUNSCMZi9o,"Bird; Pigeon, dove; Coo; Bird vocalization, bird call, bird song; Speech; Inside, small room","Speech; Telephone dialing, DTMF; Inside, large room or hall",1.817,1,6,3
Y1hWAOReJehw,Carnatic music; Music; Classical music; Musical instrument; Singing; Tabla; Music of Asia; Percussion,Singing; Music; Musical instrument; Percussion; Tabla; Classical music,1.762,6,8,6
Y1hwkxJOl1PY,Speech; Bicycle; Animal; Vehicle; Horse,"Speech; Animal; Roaring cats (lions, tigers); Outside, rural or natural",1.888,2,5,4
Y1HzPf-GXyls,Speech; Music; Typewriter,Speech; Shuffling cards,1.839,1,3,2
Y1i1sbQOILb0,Music; Jingle (music); Funny music; Swing music; Singing,Music; Traditional music,1.845,1,5,2
Y1I5QQBbZP8g,Crowd; Battle cry; Cheering,Battle cry; Crowd,1.796,2,3,2
Y1ILADUzj-M0,"Crumpling, crinkling; Speech; Inside, small room; Tearing","Speech; Crumpling, crinkling; Inside, small room",1.731,3,4,3
Y1IlgE0S4t3E,Bicycle bell; Vehicle,Bell; Tools,1.946,0,2,2
Y1IQdvfm9SDY,"Speech; Run; Crowd; Outside, urban or manmade; Chop",Speech; Vehicle; Bicycle,1.850,1,5,3
Y1iqVk7kMnJQ,Chainsaw; Power tool; Vehicle; Tools; Lawn mower; Engine,"Idling; Thump, thud",1.781,0,6,2
Y1IrYZhVhN1s,"Speech; Plop; Whoosh, swoosh, swish; Music; Whack, thwack","Whoosh, swoosh, swish",1.719,1,5,1
Y1ISlTAGBMhs,"Engine; Vehicle; Idling; Vibration; Car; Medium engine (mid frequency); Engine knocking; Engine starting; Light engine (high frequency); Accelerating, revving, vroom",Engine; Idling; Noise,1.771,2,10,3
Y1isuXShxzOY,"Music; Glockenspiel; Marimba, xylophone; Mallet percussion; Alarm clock; Ding-dong",Telephone bell ringing; Sound effect,1.792,0,6,2
Y1J-E-QqJdkg,Speech; Air conditioning,Speech; Television,1.706,1,2,2
Y1j13NdQiw8c,Music; Steelpan; Musical instrument; Drum; Drum kit; Percussion; Guitar,Music; Steelpan,1.736,2,7,2
Y1J4FXUMOw8k,Music; Speech,"Whack, thwack; Smash, crash",1.750,0,2,2
Y1j4rFfU5XKQ,Music; Electronic music; Techno,Music; Techno; Electronic dance music; Trance music; Dance music,1.961,2,3,5
Y1jhbNtCWC9w,Civil defense siren; Siren,Siren; Civil defense siren,1.846,2,2,2
Y1JHB_-LCoNA,Speech,"Whoosh, swoosh, swish",1.712,0,1,1
Y1JpeDWbgUO8,Music; Rock and roll; Singing; Jingle (music); Pop music,Whoop; Music,1.894,1,5,2
Y1jq7zSF_v7s,"Speech; Inside, small room; Drawer open or close; Door","Speech; Drawer open or close; Inside, small room",1.843,3,4,3
Y1JSbmO1NQzk,Cricket; Insect,Insect; Cricket,1.755,2,2,2
Y1Jtg95iZyoQ,"Groan; Speech; Screaming; Inside, small room",Grunt; Roar,1.683,0,4,2
Y1jTQsVs5iWM,"Speech; Giggle; Laughter; Inside, small room; Snicker; Belly laugh","Speech; Walk, footsteps",1.767,1,6,2
Y1J_j6c2uQaM,Rain; Thunderstorm; Thunder; Speech; Rain on surface; Raindrop,Thunderstorm; Thunder; Rain,1.775,3,6,3
Y1kcjIUL51AI,"Vehicle; Accelerating, revving, vroom; Car; Speech; Clatter; Medium engine (mid frequency)",Rumble,1.753,0,6,1
Y1KiFXylkPpg,Music; Organ; Musical instrument; Keyboard (musical); Electronic organ; Piano; Electric piano,Organ; Electronic organ,1.760,2,7,2
Y1kkWt3ktlBA,"Cap gun; Gunshot, gunfire; Whip",Whip,1.727,1,3,1
Y1KLmIS-v60U,"Train; Rail transport; Railroad car, train wagon; Vehicle; Train horn; Toot; Vehicle horn, car horn, honking; Clickety-clack; Subway, metro, underground","Vehicle; Toot; Rail transport; Train; Railroad car, train wagon",1.849,5,9,5
Y1KmsVHx7E2c,Music; Theme music; Scary music; Boom,Music; Scary music,1.795,2,4,2
Y1KpvQAM14Ic,"Speech; Waterfall; Slosh; Water; Splash, splatter",Waterfall,1.706,1,5,1
Y1kUeturqXOE,"Music; Thump, thud; Screaming; Shatter; Speech",Music; Squeal,1.733,1,5,2
Y1KXi48OobbU,"Whack, thwack; Music; Insect",Ding; Clang,1.682,0,3,2
Y1L1iOYth3-E,Tap,Crushing,1.717,0,1,1
Y1LA8BxMlXSY,Police car (siren); Siren; Ambulance (siren); Emergency vehicle; Machine gun,Emergency vehicle; Police car (siren); Ambulance (siren); Siren,1.691,4,5,4
Y1lCus68cAOc,"Speech; Domestic animals, pets; Animal; Dog; Whimper (dog); Inside, small room; Growling",Speech; Whimper (dog),1.719,2,7,2
Y1lgqqW5TsJk,Music; Speech; Electronic music; Techno; House music,Music; Disco; Techno; Electronic dance music,1.758,2,5,4
Y1lIMpk5-2Oc,"Speech; Eruption; Vehicle; Aircraft; Explosion; Fixed-wing aircraft, airplane",Speech; Eruption,1.711,2,6,2
Y1lLobOtsIFA,Waterfall; Speech; Slosh; Water; Stream,Waterfall,1.786,1,5,1
Y1Lqa2jDTnns,Speech; Shatter; Music; Mechanisms,Speech; Microwave oven,1.693,1,4,2
Y1LTxZ2aNytc,Speech; Animal; Goat; Bleat; Sheep; Screaming,Screaming,1.729,1,6,1
Y1MeeK0kD_ys,Single-lens reflex camera; Music; Speech; Camera,Speech; Music; Single-lens reflex camera,1.718,3,4,3
Y1mfghenMj_E,Fireworks; Firecracker,Fireworks,1.765,1,2,1
Y1MgcrYdYas0,Chainsaw; Power tool; Tools; Sawing; Wood,Chainsaw; Idling; Vibration,1.736,1,5,3
Y1mHYYrMD0gU,Music; Musical instrument; Guitar; Rock music; Plucked string instrument; Singing; Psychedelic rock,Music; Radio,1.704,1,7,2
Y1MRlrSLSN84,Knock; Music,Knock,1.317,1,2,1
Y1MTKUN3uFrs,Speech; Cricket; Insect; Hiss,"Speech; Fireworks; Outside, rural or natural",1.744,1,4,3
Y1MwaXCfUvX8,Music; Rock music; Musical instrument; Drum kit; Singing; Guitar; Heavy metal; Drum; Rock and roll; Punk rock,Singing; Music; Guitar; Rock and roll; Roll,1.753,4,10,5
Y1mWznF79X2o,"Speech; Vehicle; Ocean; Waves, surf; Boat, Water vehicle; Motorboat, speedboat; Car",Speech; Music; Gurgling,1.671,1,7,3
Y1nbCJJtsruI,"Music; Wind instrument, woodwind instrument; Clarinet; Musical instrument; Saxophone",Brass instrument; Saxophone,1.803,1,5,2
Y1nd-4Deqkro,"Jackhammer; Music; Machine gun; Gunshot, gunfire",Music; Jackhammer,1.690,2,4,2
Y1nGKDBEh3rs,Speech; Sniff; Animal,Speech; Sniff,1.729,2,3,2
Y1NkUBIl2Plw,Rain; Music; Thunderstorm; Thunder; Rain on surface,Rain; Raindrop; Rain on surface,1.664,2,5,3
Y1nKxptqHGyY,Speech; Hiccup,Speech; Hiccup,1.734,2,2,2
Y1NMDi2ZmUdo,Speech; Clicking; Sigh,Speech; Sigh,1.744,2,3,2
Y1nNXaI04SEg,"Chewing, mastication; Crunch; Inside, small room; Biting","Chewing, mastication; Biting; Crunch",1.681,3,4,3
Y1nUqhH8bAPk,"Music; Christmas music; Music for children; Christian music; Singing; Jingle, tinkle; Jingle (music)",Child singing; Music,1.781,1,7,2
Y1NWxg_BnJ0A,Shatter; Music; Speech,"Speech; Chink, clink",1.747,1,3,2
Y1Ny5ZlcBlcQ,"Speech; Bird vocalization, bird call, bird song; Bird; Animal; Chirp, tweet","Boat, Water vehicle; Rowboat, canoe, kayak",1.740,0,5,2
Y1n_s2Gb5R1Q,"Vehicle; Buzzer; Smoke detector, smoke alarm; Beep, bleep; Car alarm; Reversing beeps",Vehicle; Reversing beeps,1.795,2,6,2
Y1O-WeYTRS4w,Cowbell; Drum; Drum kit; Percussion; Snare drum; Bass drum; Rimshot; Cymbal; Hi-hat; Music,Cowbell,1.753,1,10,1
Y1o5tdZT6kw8,"Tearing; Inside, small room; Crumpling, crinkling","Hands; Inside, small room",1.756,1,3,2
Y1OFDyTzUj24,"Speech; Male speech, man speaking; Narration, monologue","Speech; Male speech, man speaking; Conversation",1.769,2,3,3
Y1OFOElP7bqc,Speech; Stream; Slosh,Stream,1.749,1,3,1
Y1oHVE6DeIlc,Speech; Music; Door,Wood; Chop,1.681,0,3,2
Y1oJAVJPX0YY,"Hiss; Steam; Steam whistle; Rail transport; Train; Railroad car, train wagon; Clickety-clack","Rail transport; Train; Train whistle; Railroad car, train wagon; Clickety-clack",1.765,4,7,5
Y1OpNI5DjxC0,Dial tone; Synthesizer; Busy signal; White noise,Synthesizer; Whir,1.706,1,4,2
Y1Oq1Z8SZNyM,Speech; Music; Liquid; Drip; Fill (with liquid),Speech; Music; Squish,1.724,2,5,3
Y1OU19ANx4fg,Speech; Single-lens reflex camera; Camera; Music,Speech; Music; Single-lens reflex camera,1.702,3,4,3
Y1OukV4Q7o8Q,"Wood; Splinter; Crushing; Vehicle; Rain; Wind; Motorboat, speedboat",Crushing,1.672,1,7,1
Y1owKdIYYYeg,"Pink noise; Ocean; Waves, surf","Wind; Ocean; Waves, surf",1.646,2,3,3
Y1p9rsIR1ezk,"Air horn, truck horn; Speech; Music; Vehicle; Fire engine, fire truck (siren); Emergency vehicle; Vehicle horn, car horn, honking; Truck; Toot; Siren",Speech; Music; Squeak,1.678,2,10,3
Y1PAb2MoavDc,"Insect; Fly, housefly; Bee, wasp, etc.; Speech; Mosquito","Insect; Fly, housefly; Bee, wasp, etc.",1.703,3,5,3
Y1PDg2ENa7jk,"Music; New-age music; Chime; Jingle, tinkle",Music; Ping,1.669,1,4,2
Y1PKxdTlquCA,Music; Dance music; Pop music; Disco; House music; Singing,Music; Pop music; Rhythm and blues; Disco; Afrobeat; Dance music,1.766,4,6,6
Y1PN-bfs2EhY,Music; Child singing; Singing; Musical instrument,Child singing; Music,1.659,2,4,2
Y1PPboJuO1Ks,"Music; Speech; Neigh, whinny","Speech; Neigh, whinny; Music",1.626,3,3,3
Y1pR0SgbqP3M,Music; Punk rock; Rock and roll; Exciting music,"Music; Burst, pop",1.750,1,4,2
Y1PSzSTilu_s,Music; Speech; Country; Musical instrument; Guitar; Plucked string instrument; Bluegrass,Music; Funny music,1.895,1,7,2
Y1pViEqMXJH0,Printer,Printer,1.828,1,1,1
Y1PZAgEP1Xhc,"Hands; Speech; Clapping; Inside, small room; Singing","Speech; Hands; Inside, small room",1.795,3,5,3
Y1Q1pDQzTW6c,Music; Soul music; Singing; Rhythm and blues,Christian music,1.785,0,4,1
Y1q8kkQhS97g,Drum kit; Drum; Snare drum; Bass drum; Percussion; Rimshot; Cymbal; Music; Drum roll; Hi-hat,Cymbal; Hi-hat,1.744,2,10,2
Y1Q9DXhXMSFI,Music; Singing; Pop music; Rock and roll; Music of Asia; Ska,Music; Pop music; Ska,1.788,3,6,3
Y1QtsF8qkX1Y,Rain; Thunderstorm; Music; Rain on surface; Thunder; Raindrop; Vehicle,Thunderstorm; Thunder; Rain; Raindrop,1.774,4,7,4
Y1rhsnmWLeGw,Music; Lullaby; Music for children; Singing,Music; Song; Lullaby,1.838,2,4,3
Y1RhYdQnZ_hw,Music; Child singing; Female singing; Guitar; Musical instrument; Singing; Plucked string instrument,Female singing; Music,1.737,2,7,2
Y1rJIR1G1OnY,Music; Speech; Child singing; Singing; Female singing,"Speech; Singing; Synthetic singing; Music; Inside, public space",1.812,3,5,5
Y1rJWW_KqeAw,Percussion; Drum; Music; Snare drum; Drum roll; Bass drum; Wood block; Rimshot; Drum kit,Percussion; Drum; Snare drum; Drum roll; Bass drum,1.788,5,9,5
Y1rpGmbCIBqs,"Vehicle; Jet engine; Accelerating, revving, vroom; Engine; Car; Medium engine (mid frequency)",Heavy engine (low frequency),1.740,0,6,1
Y1rtXsGC-q3Q,"Vehicle; Car; Accelerating, revving, vroom; Medium engine (mid frequency); Engine","Vehicle; Engine; Heavy engine (low frequency); Engine starting; Accelerating, revving, vroom",1.718,3,5,5
Y1RW3nDRmu6k,Music; Speech; Opera,Speech; Music; Tender music,1.743,2,3,3
Y1RwhRTe-OKk,Music; Harpsichord; Musical instrument; Keyboard (musical); Guitar; Plucked string instrument; Piano,Music; Tapping (guitar technique); Banjo,1.778,1,7,3
Y1s-oXryGnCw,Music; Speech; Boing,Speech; Conversation,1.762,1,3,2
Y1s8ErA1OMTw,"Water; Speech; Water tap, faucet; Sink (filling or washing); Liquid; Gush",Speech; Water; Gush,1.634,3,6,3
Y1sBp9KhJbp4,"Music; Drum; Musical instrument; Percussion; Snare drum; Drum kit; Drum roll; Wood block; Inside, small room; Bass drum",Percussion; Drum; Wood block,1.658,3,10,3
Y1sdKPEwPtrg,"Animal; Domestic animals, pets; Speech; Dog; Bird; Snort",Bird; Crow,1.741,1,6,2
Y1SfwYQ92l6Y,"Speech; Music; Thunk; Inside, small room","Speech; Music; Thunk; Outside, rural or natural",1.766,3,4,4
Y1SLrRllxMkU,Speech; Alarm clock; Music,"Speech; Alarm clock; Inside, small room",1.710,2,3,3
Y1SqihV_DnEg,"Music; Jingle, tinkle; Christmas music; Glockenspiel; Marimba, xylophone; Mallet percussion",Music; Song; Jingle (music); Lullaby,1.710,1,6,4
Y1ssmAAcX5u8,Bouncing; Basketball bounce,Bouncing,1.748,1,2,1
Y1SvA8MMap-A,Cowbell,Bell,1.672,0,1,1
Y1T1RlQPE9sE,Music; Speech; Musical instrument; Drum machine; Synthesizer,Speech; Heart murmur; Music,1.768,2,5,3
Y1T790GA0vkI,Speech; Tick-tock; Tick; Clock; Typewriter,Mechanisms; Gears,1.756,0,5,2
Y1TAOyk0Xgss,"Speech; Vacuum cleaner; Drill; Tools; Hair dryer; Blender; Inside, small room; Power tool",Vacuum cleaner,1.736,1,8,1
Y1tBzq-7MUJU,Tick-tock; Patter; Tick,Tick-tock,1.626,1,3,1
Y1tC7bTilFWk,"Animal; Cat; Domestic animals, pets; Caterwaul; Meow; Speech","Animal; Domestic animals, pets; Caterwaul",1.720,3,6,3
Y1Tg9VvRZN5k,"Train; Railroad car, train wagon; Rail transport; Train wheels squealing; Subway, metro, underground; Speech; Vehicle; Clickety-clack","Rail transport; Train; Railroad car, train wagon; Train wheels squealing; Subway, metro, underground",1.799,5,8,5
Y1Thl21awe2g,Vehicle; Jackhammer; Engine; Engine knocking; Vibration,Rattle; Engine knocking,1.767,1,5,2
Y1tjJmArxVBM,Waterfall; Speech; Pink noise,Rustling leaves,1.792,0,3,1
Y1tNkAc29aPE,Music; Distortion; Guitar; Effects unit; Musical instrument; Plucked string instrument; Electric guitar; Chorus effect,Music; Guitar; Effects unit; Chorus effect; Echo,1.682,4,8,5
Y1tobDIRRV0A,Crow; Speech; Caw; Animal; Bird,Speech; Crow; Caw,1.696,3,5,3
Y1TP8JyI5vHI,Music; Shatter,Animal; Duck; Quack; Music,1.653,1,2,4
Y1tQQMIQrSPo,Dial tone; Speech; Telephone,Speech; Dial tone,1.772,2,3,2
Y1TxC-sdO2rY,"Speech; Slap, smack","Slap, smack",1.775,1,2,1
Y1TyOPtg0Yfk,Music; Middle Eastern music; Singing; Speech; Carnatic music; Folk music,Music; Carnatic music,1.687,2,6,2
Y1tz4xNRRR4M,"Glockenspiel; Mallet percussion; Marimba, xylophone; Chime; Speech; Music; Jingle, tinkle","Music; Vibraphone; Inside, large room or hall",1.687,1,7,3
Y1Tzq_XIAMvs,Music; Speech,Music; Gurgling,1.748,1,2,2
Y1U38Q2MpYM4,"Vehicle; Boat, Water vehicle; Motorboat, speedboat; Ocean; Wind; Waves, surf; Sailboat, sailing ship; Wind noise (microphone)","Wind; Wind noise (microphone); Boat, Water vehicle; Ship",1.720,3,8,4
Y1UCNBHZQNVM,Speech; Music; Boom,Speech; Music; Bang,1.670,2,3,3
Y1Ue2DkG64r8,Speech; Vehicle; Engine; Bicycle; Idling; Vibration; Car; Engine knocking; Rattle; Engine starting,Speech; Gurgling,1.736,1,10,2
Y1UFU5SfQOX4,Vehicle; Engine; Vibration; Tools,Tools; Power tool; Drill,1.669,1,4,3
Y1uHF1-8TcEk,Music; Choir; Classical music; Musical instrument; Orchestra; Singing; Opera,Humming; Music,1.687,1,7,2
Y1uhuVsFGe6E,"Speech; Children playing; Child speech, kid speaking; Music; Inside, large room or hall; Inside, small room","Child speech, kid speaking; Children playing; Music; Water",1.779,3,6,4
Y1Uj_ulATth0,"Environmental noise; Speech; Outside, rural or natural; Pink noise; Bird vocalization, bird call, bird song; Bird","Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Waterfall",1.718,2,6,4
Y1UK8f9G7kLc,"Vehicle; Motorcycle; Accelerating, revving, vroom; Medium engine (mid frequency); Engine; Idling; Outside, urban or manmade",Grunt,1.713,0,7,1
Y1uLkSMHxvZY,Zither; Pizzicato; Music; Speech; Harp,Zither; Pizzicato,1.766,2,5,2
Y1uMME28t_uw,"Music; Gunshot, gunfire; Machine gun; Fusillade",Music; Vehicle; Fusillade,1.653,2,4,3
Y1uRrh2ZClNY,Speech; Music; Clapping; Hands,Clapping,1.686,1,4,1
Y1UViJ9heiak,"Smash, crash; Music; Whack, thwack; Speech",Music; Fusillade,1.698,1,4,2
Y1UXOJ3IACj4,Speech; Music; Vehicle,Speech; Music; Ringtone,1.587,2,3,3
Y1u_8Qg1npAM,"Sine wave; Chirp tone; Smoke detector, smoke alarm; Beep, bleep","Smoke detector, smoke alarm; Sonar",1.638,1,4,2
Y1V-rFaIWnzU,"Music; Singing; Speech; Shout; Whoop; Pop music; Crowd; Inside, large room or hall; Bang","Speech; Shout; Singing; Music; Inside, large room or hall",1.730,5,9,5
Y1V7ReAk9k-4,Music; Rapping; Hip hop music; Pop music; Zing; Singing,Music; Afrobeat,1.761,1,6,2
Y1V9CWQNZRF8,"Music; Vehicle; Synthesizer; Noise; Motorboat, speedboat; Electronic music; Boat, Water vehicle","Vehicle; Propeller, airscrew",1.656,1,7,2
Y1vrR6Im_RDo,Female singing; Speech; Singing,Female singing,1.735,1,3,1
Y1VRZ08sblVw,"Animal; Pig; Speech; Oink; Domestic animals, pets","Animal; Pig; Roar; Inside, large room or hall",1.688,2,5,4
Y1vTcgIFYqS0,Wood; Splinter; Vehicle,Wood; Splinter,1.790,2,3,2
Y1VTxnf2hZ0w,Speech; Vehicle; Engine; Lawn mower; Light engine (high frequency); Car,Mechanical fan,1.661,0,6,1
Y1W-KLZJwXkc,Speech; Music; Vehicle; Car,Speech; Shuffle; Music,1.690,2,4,3
Y1W2FOzSXsxs,Music; Female singing; Child singing; Singing; Musical instrument; Guitar,Child singing; Music,1.673,2,6,2
Y1W4p9dUBNkA,Vehicle; Speech; Truck; Air brake; Bus; Car; Motor vehicle (road),Fire,1.763,0,7,1
Y1wdCX1HmRyk,"Speech; Cutlery, silverware; Dishes, pots, and pans; Hammer",Insect; Cricket; Hammer,1.691,1,4,3
Y1WGmeX6CLas,Speech; Groan; Music; Whoop,Speech; Whoop,1.315,2,4,2
Y1WI9921OeRc,Speech; Music; Grunt; Thunk,"Burping, eructation",1.749,0,4,1
Y1WKvCCz-NZU,Music; Speech; Dial tone; Sidetone,"Speech; Music; Busy signal; Inside, small room",1.776,2,4,4
Y1WlvXneu6oY,Music; Piano; Electric piano; Keyboard (musical); Musical instrument,Music; Sad music,1.706,1,5,2
Y1woaZGPrY9g,"Vehicle; Car; Race car, auto racing; Tire squeal; Skidding; Car passing by; Speech; Motor vehicle (road)",Car passing by,1.603,1,8,1
Y1wqJ9KDfcME,Drum kit; Drum; Snare drum; Cymbal; Hi-hat; Music; Bass drum; Musical instrument; Percussion; Rimshot,Percussion; Drum kit; Drum; Rimshot; Bass drum; Cymbal; Hi-hat,1.752,7,10,7
Y1WuGGd6NqGk,Music; Synthesizer; Electronic music; Musical instrument; Siren,Sine wave; Chirp tone,1.730,0,5,2
Y1Wy75ZQz9rg,Music; Thunk; Speech; Musical instrument,"Music; Thump, thud",1.704,1,4,2
Y1X0VCv-S2H8,"Music; Whack, thwack; Smash, crash; Speech","Smash, crash",1.696,1,4,1
Y1xhSBniwGbM,Speech; Music; Opera; Singing; Male singing,Male singing; Synthetic singing,1.701,1,5,2
Y1xIGyp9efXU,Music; Progressive rock; Musical instrument; Psychedelic rock; Guitar; Rock music,Psychedelic rock,1.702,1,6,1
Y1Xmw9VUzvLY,Cough; Throat clearing; Bird,Cough; Bird,1.663,2,3,2
Y1XO0SqsZhHU,Rain; Thunderstorm; Thunder; Rain on surface; Raindrop,Wind; Wind noise (microphone); Rain; Raindrop; Rain on surface,1.680,3,5,5
Y1xRNQCP4MbE,"Music; Speech; Singing; Child singing; Baby cry, infant cry; Crying, sobbing; Inside, small room",Speech; Female singing; Child singing; Music,1.895,3,7,4
Y1xRv-LwycNA,"Speech; Thump, thud; Music",Explosion,1.864,0,3,1
Y1Xtkou9dtyA,Music; Psychedelic rock; Rock music; Swing music,Music; Rhythm and blues; Soul music; Ska,1.831,1,4,4
Y1xYpHbg0fEE,"Child singing; Singing; Female singing; Inside, small room",Female singing,1.802,1,4,1
Y1y7VNxjEC_U,"Smash, crash; Whack, thwack; Music","Whack, thwack; Smash, crash",1.960,2,3,2
Y1YFa9CpH7Kc,"Livestock, farm animals, working animals; Cowbell; Cattle, bovinae; Moo; Music","Livestock, farm animals, working animals; Cattle, bovinae; Moo; Cowbell",1.804,4,5,4
Y1yGWdegJjA4,Music; Drum and bass; Electronic music; Dubstep; Techno; Trance music; Electronic dance music,"Music; House music; Techno; Dubstep; Electronic dance music; Dance music; Burst, pop",1.842,4,7,7
Y1yKGjTOk7NY,"Child singing; Singing; Inside, small room; Hands",Child singing,1.864,1,4,1
Y1yNBf7QG__4,"Speech; Animal; Domestic animals, pets; Cat",Speech; Clip-clop,1.807,1,4,2
Y1YRhxCXCM0o,Water; Gush,Water; Sink (filling or washing),1.814,1,2,2
Y1yuL1ZCSS4I,Speech; Music,Speech; Music; Air brake,1.820,2,2,3
Y1YWeSXAXwQE,"Burping, eructation","Burping, eructation",1.755,1,1,1
Y1yWGmdevTuM,Music; Didgeridoo; Musical instrument,Music; Didgeridoo,1.971,2,3,2
Y1Z0G4O0lVwA,Music; Speech,Speech; Music; Sidetone,2.078,2,2,3
Y1Z4x67dhw-s,Rub; Wood; Sawing; Filing (rasp); Speech,Sanding; Wood; Rub,2.085,2,5,3
Y1z5KCCduAUM,"Speech; Drawer open or close; Inside, small room",Speech; Shuffling cards,1.911,1,3,2
Y1Z8MIXXDPls,Steam; Hiss; Vehicle; Train,Hiss; Steam,1.929,2,4,2
Y1ZaxqZMs21M,Music; Singing; Rock and roll; Rock music; Musical instrument; Roll; Guitar; Psychedelic rock,"Singing; Music; Musical instrument; Rock music; Roll; Inside, large room or hall",2.001,5,8,6
Y1ZEzs9zmZaU,Whip,"Gunshot, gunfire; Whip",1.982,1,1,2
Y1ZgXgyEJSbc,Music; Tabla; Percussion; Drum; Musical instrument; Singing,Percussion; Drum; Tabla,2.035,3,6,3
Y1ZHnWpLQtyo,Speech; Telephone; Radio,Speech; Radio,1.972,2,3,2
Y1zIoNTdug0U,Speech; Vehicle; Car,Speech; Run,1.609,1,3,2
Y1ZS9EQzbAbM,Sawing; Wood; Rub; Tools; Power tool,Sawing; Wood,1.988,2,5,2
Y1ztMYYV7TVY,Speech; Music; Rain,Speech; Music; Gurgling,1.955,2,3,3
Y1_7BKFMJrYA,Speech; Waterfall; Stream; Vehicle,Speech; Gurgling,1.900,1,4,2
Y1_hGvbEiYAs,"Vehicle; Speech; Helicopter; Boat, Water vehicle; Wind",Vehicle; Bicycle,1.907,1,5,2
Y1_knvtpENoQ,Speech; Dial tone; Busy signal,Busy signal,1.801,1,3,1
Y1_Q80fDGLRM,"Speech; Animal; Domestic animals, pets; Dog; Bow-wow; Yip; Whimper (dog); Bark; Canidae, dogs, wolves; Growling","Speech; Animal; Domestic animals, pets; Dog; Bark; Yip; Bow-wow",1.919,7,10,7
Y1_Yd3NwpP7M,Singing bowl; Music; Musical instrument,Singing bowl,2.046,1,3,1
Y2-h8MRSRvEg,"Emergency vehicle; Vehicle; Fire engine, fire truck (siren); Siren; Ambulance (siren); Truck; Motor vehicle (road); Car; Speech; Air horn, truck horn","Emergency vehicle; Police car (siren); Fire engine, fire truck (siren); Siren",1.818,3,10,4
Y2-XyCIq8Yp0,"Child singing; Speech; Singing; Inside, small room; Child speech, kid speaking","Speech; Child speech, kid speaking; Child singing",1.730,3,5,3
Y2-Yz378XB2Q,"Vehicle; Truck; Car; Bus; Air brake; Train; Rail transport; Motor vehicle (road); Railroad car, train wagon; Engine",Vehicle; Truck; Air brake,1.837,3,10,3
Y2A63oYgod8Y,"Cap gun; Speech; Gunshot, gunfire; Arrow","Gunshot, gunfire; Cap gun",1.927,2,4,2
Y2a7GgnHA8qY,Rub; Wood; Sawing; Filing (rasp); Vehicle; Speech; Tools,Noise; Cacophony,1.765,0,7,2
Y2A7xNU3TtbA,Speech; Laughter; Screaming; Fart,Speech; Wheeze,1.944,1,4,2
Y2aExs2j1s3E,"Speech; Drip; Inside, small room; Water; Liquid; Fill (with liquid)",Speech; Liquid; Fill (with liquid),1.855,3,6,3
Y2AMP3JIL330,Speech,Bouncing,1.914,0,1,1
Y2aO0HKIP3vI,"Heart murmur; Heart sounds, heartbeat; Speech","Heart sounds, heartbeat",1.790,1,3,1
Y2aPVOidHLXI,Music; Angry music; Heavy metal,Music; Angry music,1.852,2,3,2
Y2ATMQxWVpXk,Music; Groan,Music; Angry music,1.891,1,2,2
Y2ATRc7EonvI,"Speech; Ocean; Waves, surf; Waterfall; Vehicle; Pink noise; Wind",Stream,1.881,0,7,1
Y2B-xGbzOjYY,Speech; Music; Zither; Banjo; Musical instrument; Pizzicato; Mandolin; Bell,Speech; Music; Musical instrument; Banjo,1.823,4,8,4
Y2b0eM8lWGCQ,"Neigh, whinny; Animal; Horse; Clip-clop","Animal; Horse; Clip-clop; Neigh, whinny",1.802,4,4,4
Y2bCuw7U_Rac,Music; Singing; Swing music; Folk music; Salsa music; Musical instrument,Music; Musical instrument; Accordion; Traditional music,1.840,2,6,4
Y2BGzxAuetOA,Music; Soul music; Singing,Music; Rock and roll; Roll,1.847,1,3,3
Y2blZkl-4FAs,Music,Music; Jazz,1.916,1,1,2
Y2BNSDDwGxM8,"Speech; Chatter; Crowd; Inside, public space; Inside, large room or hall; Battle cry; Music",Speech; Animal; Horse; Clip-clop,1.841,1,7,4
