video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y1hoUEfsTmdE,"Child singing; Music; Speech; Child speech, kid speaking; Babbling; Synthetic singing; Inside, small room; Singing; Female singing; Baby cry, infant cry",Female singing; Child singing; Music,1.043,3,10,3
Y1hUNSCMZi9o,Speech; Music,"Speech; Telephone dialing, DTMF; Inside, large room or hall",1.058,1,2,3
Y1hWAOReJehw,Carnatic music; Music; Tabla; Classical music; Singing; Sitar; Music of Asia; Musical instrument,Singing; Music; Musical instrument; Percussion; Tabla; Classical music,0.949,5,8,6
Y1hwkxJOl1PY,"Speech; Boat, Water vehicle; Wind noise (microphone); Wind; Animal; Vehicle; Sailboat, sailing ship","Speech; Animal; Roaring cats (lions, tigers); Outside, rural or natural",0.978,2,7,4
Y1HzPf-GXyls,Speech; Music,Speech; Shuffling cards,0.955,1,2,2
Y1i1sbQOILb0,Music; Singing,Music; Traditional music,1.051,1,2,2
Y1I5QQBbZP8g,Crowd; Battle cry; Cheering; Children shouting; Speech; Music,Battle cry; Crowd,1.073,2,6,2
Y1ILADUzj-M0,"Speech; Crumpling, crinkling; Inside, small room; Shuffling cards; Tearing","Speech; Crumpling, crinkling; Inside, small room",0.993,3,5,3
Y1IlgE0S4t3E,Bell; Music; Bicycle bell,Bell; Tools,0.991,1,3,2
Y1IQdvfm9SDY,Speech; Music,Speech; Vehicle; Bicycle,0.909,1,2,3
Y1iqVk7kMnJQ,"Vehicle; Motorcycle; Accelerating, revving, vroom; Engine; Medium engine (mid frequency); Speech; Idling","Idling; Thump, thud",0.994,1,7,2
Y1IrYZhVhN1s,Speech; Music,"Whoosh, swoosh, swish",0.916,0,2,1
Y1ISlTAGBMhs,Vehicle; Engine; Vibration; Idling; Light engine (high frequency); Engine knocking; Car; Medium engine (mid frequency),Engine; Idling; Noise,1.014,2,8,3
Y1isuXShxzOY,Telephone bell ringing; Telephone; Music; Ringtone; Speech,Telephone bell ringing; Sound effect,0.964,1,5,2
Y1J-E-QqJdkg,Speech,Speech; Television,0.996,1,1,2
Y1j13NdQiw8c,"Music; Steelpan; Drum; Musical instrument; Percussion; Drum kit; Marimba, xylophone",Music; Steelpan,1.017,2,7,2
Y1J4FXUMOw8k,"Speech; Music; Artillery fire; Burst, pop","Whack, thwack; Smash, crash",1.004,0,4,2
Y1j4rFfU5XKQ,Music,Music; Techno; Electronic dance music; Trance music; Dance music,1.052,1,1,5
Y1jhbNtCWC9w,Civil defense siren; Siren; Music,Siren; Civil defense siren,1.124,2,3,2
Y1JHB_-LCoNA,Speech; Vehicle,"Whoosh, swoosh, swish",0.970,0,2,1
Y1JpeDWbgUO8,Music; Speech,Whoop; Music,1.068,1,2,2
Y1jq7zSF_v7s,"Speech; Drawer open or close; Inside, small room","Speech; Drawer open or close; Inside, small room",0.979,3,3,3
Y1JSbmO1NQzk,,Insect; Cricket,0.852,0,0,2
Y1Jtg95iZyoQ,Music; Speech; Groan; Grunt,Grunt; Roar,1.052,1,4,2
Y1jTQsVs5iWM,Speech; Laughter; Animal,"Speech; Walk, footsteps",0.907,1,3,2
Y1J_j6c2uQaM,"Speech; Explosion; Gunshot, gunfire; Burst, pop",Thunderstorm; Thunder; Rain,0.973,0,4,3
Y1kcjIUL51AI,"Vehicle; Car; Accelerating, revving, vroom; Speech",Rumble,0.925,0,4,1
Y1KiFXylkPpg,"Music; Musical instrument; Violin, fiddle",Organ; Electronic organ,0.958,0,3,2
Y1kkWt3ktlBA,Whip; Speech; Crushing,Whip,0.827,1,3,1
Y1KLmIS-v60U,"Train; Rail transport; Railroad car, train wagon; Vehicle; Train horn; Clickety-clack; Speech; Train whistle; Subway, metro, underground","Vehicle; Toot; Rail transport; Train; Railroad car, train wagon",0.976,4,9,5
Y1KmsVHx7E2c,Music; Theme music; Scary music,Music; Scary music,1.052,2,3,2
Y1KpvQAM14Ic,"Speech; Waterfall; Slosh; Vehicle; Waves, surf; Ocean",Waterfall,1.006,1,6,1
Y1kUeturqXOE,Music; Speech,Music; Squeal,0.975,1,2,2
Y1KXi48OobbU,Music; Explosion,Ding; Clang,0.885,0,2,2
Y1L1iOYth3-E,Chop,Crushing,0.946,0,1,1
Y1LA8BxMlXSY,Siren; Police car (siren); Emergency vehicle; Speech; Music,Emergency vehicle; Police car (siren); Ambulance (siren); Siren,0.998,3,5,4
Y1lCus68cAOc,"Speech; Animal; Inside, small room; Child speech, kid speaking",Speech; Whimper (dog),0.962,1,4,2
Y1lgqqW5TsJk,Music; Electronic music; Speech; Techno; Sampler; House music,Music; Disco; Techno; Electronic dance music,1.008,2,6,4
Y1lIMpk5-2Oc,Speech; Vehicle; Music; Thunderstorm; Thunder,Speech; Eruption,0.972,1,5,2
Y1lLobOtsIFA,Speech; Vehicle; Waterfall,Waterfall,1.055,1,3,1
Y1Lqa2jDTnns,Speech; Music; Vehicle,Speech; Microwave oven,0.975,1,3,2
Y1LTxZ2aNytc,"Speech; Screaming; Baby cry, infant cry; Snicker",Screaming,1.011,1,4,1
Y1MeeK0kD_ys,Single-lens reflex camera; Speech; Music; Crack; Camera,Speech; Music; Single-lens reflex camera,0.951,3,5,3
Y1mfghenMj_E,Speech,Fireworks,0.950,0,1,1
Y1MgcrYdYas0,Chainsaw; Power tool; Tools,Chainsaw; Idling; Vibration,1.036,1,3,3
Y1mHYYrMD0gU,Music; Singing; Musical instrument,Music; Radio,1.018,1,3,2
Y1MRlrSLSN84,Knock; Music,Knock,0.326,1,2,1
Y1MTKUN3uFrs,Speech,"Speech; Fireworks; Outside, rural or natural",0.982,1,1,3
Y1MwaXCfUvX8,Music; Rock music; Heavy metal; Drum kit; Singing; Shout; Musical instrument; Drum; Speech; Pulse,Singing; Music; Guitar; Rock and roll; Roll,1.022,2,10,5
Y1mWznF79X2o,Speech; Music; Vehicle,Speech; Music; Gurgling,0.974,2,3,3
Y1nbCJJtsruI,Music; Musical instrument; Saxophone; Speech,Brass instrument; Saxophone,1.136,1,4,2
Y1nd-4Deqkro,Jackhammer; Music,Music; Jackhammer,0.969,2,2,2
Y1nGKDBEh3rs,"Speech; Sniff; Animal; Domestic animals, pets",Speech; Sniff,0.947,2,4,2
Y1NkUBIl2Plw,Thunderstorm; Music; Thunder; Rain; Rain on surface; Speech,Rain; Raindrop; Rain on surface,1.021,2,6,3
Y1nKxptqHGyY,Speech; Laughter; Belly laugh; Whimper; Giggle,Speech; Hiccup,1.034,1,5,2
Y1NMDi2ZmUdo,Speech; Music; Musical instrument; Guitar,Speech; Sigh,0.953,1,4,2
Y1nNXaI04SEg,"Crunch; Biting; Chewing, mastication; Inside, small room","Chewing, mastication; Biting; Crunch",0.897,3,4,3
Y1nUqhH8bAPk,Music; Speech; Musical instrument; Singing; Guitar,Child singing; Music,1.042,1,5,2
Y1NWxg_BnJ0A,Music; Speech; Shatter,"Speech; Chink, clink",1.008,1,3,2
Y1Ny5ZlcBlcQ,"Speech; Animal; Bird; Bird vocalization, bird call, bird song; Chirp, tweet","Boat, Water vehicle; Rowboat, canoe, kayak",0.940,0,5,2
Y1n_s2Gb5R1Q,"Vehicle; Smoke detector, smoke alarm; Reversing beeps; Fire alarm; Speech; Truck; Car; Alarm",Vehicle; Reversing beeps,0.977,2,8,2
Y1O-WeYTRS4w,Cowbell; Drum; Drum kit; Music; Percussion; Snare drum; Bass drum; Rimshot; Musical instrument; Cymbal,Cowbell,1.043,1,10,1
Y1o5tdZT6kw8,"Crunch; Inside, small room","Hands; Inside, small room",0.915,1,2,2
Y1OFDyTzUj24,"Speech; Music; Narration, monologue; Male speech, man speaking","Speech; Male speech, man speaking; Conversation",0.981,2,4,3
Y1OFOElP7bqc,Speech; Vehicle,Stream,0.995,0,2,1
Y1oHVE6DeIlc,Speech; Music; Chop,Wood; Chop,0.986,1,3,2
Y1oJAVJPX0YY,Music; Vehicle,"Rail transport; Train; Train whistle; Railroad car, train wagon; Clickety-clack",0.938,0,2,5
Y1OpNI5DjxC0,Music; Musical instrument; Distortion; Effects unit,Synthesizer; Whir,1.009,0,4,2
Y1Oq1Z8SZNyM,Speech; Music; Pour,Speech; Music; Squish,0.970,2,3,3
Y1OU19ANx4fg,Speech; Single-lens reflex camera; Crack; Music,Speech; Music; Single-lens reflex camera,0.880,3,4,3
Y1OukV4Q7o8Q,Vehicle; Car; Skateboard,Crushing,0.980,0,3,1
Y1owKdIYYYeg,"Pink noise; Ocean; Waves, surf; Waterfall; Vehicle","Wind; Ocean; Waves, surf",0.929,2,5,3
Y1p9rsIR1ezk,"Music; Vehicle; Fire engine, fire truck (siren); Emergency vehicle",Speech; Music; Squeak,1.051,1,4,3
Y1PAb2MoavDc,"Fly, housefly; Insect; Bee, wasp, etc.; Speech; Mosquito","Insect; Fly, housefly; Bee, wasp, etc.",0.975,3,5,3
Y1PDg2ENa7jk,Music,Music; Ping,0.945,1,1,2
Y1PKxdTlquCA,Music; Dance music; Pop music; Afrobeat; Zing; Disco; Music of Africa; House music,Music; Pop music; Rhythm and blues; Disco; Afrobeat; Dance music,0.997,5,8,6
Y1PN-bfs2EhY,Music; Speech; Musical instrument,Child singing; Music,1.000,1,3,2
Y1PPboJuO1Ks,Music; Speech,"Speech; Neigh, whinny; Music",0.915,2,2,3
Y1pR0SgbqP3M,Music; Angry music; Speech; Grunge,"Music; Burst, pop",1.054,1,4,2
Y1PSzSTilu_s,Music; Speech; Country; Musical instrument,Music; Funny music,1.028,1,4,2
Y1pViEqMXJH0,Music; Speech,Printer,0.914,0,2,1
Y1PZAgEP1Xhc,"Speech; Hands; Finger snapping; Clapping; Child speech, kid speaking; Inside, small room","Speech; Hands; Inside, small room",0.932,3,6,3
Y1Q1pDQzTW6c,Music; Singing; Soul music; Rhythm and blues,Christian music,0.972,0,4,1
Y1q8kkQhS97g,Drum kit; Drum; Snare drum; Bass drum; Percussion; Rimshot; Music; Cymbal; Hi-hat; Musical instrument,Cymbal; Hi-hat,1.024,2,10,2
Y1Q9DXhXMSFI,Music; Speech; Singing,Music; Pop music; Ska,1.006,1,3,3
Y1QtsF8qkX1Y,"Vehicle; Car; Speech; Music; Accelerating, revving, vroom",Thunderstorm; Thunder; Rain; Raindrop,1.065,0,5,4
Y1rhsnmWLeGw,Music; Lullaby,Music; Song; Lullaby,1.005,2,2,3
Y1RhYdQnZ_hw,"Music; Speech; Singing; Hands; Inside, small room; Musical instrument",Female singing; Music,0.975,1,6,2
Y1rJIR1G1OnY,Music; Speech; Singing,"Speech; Singing; Synthetic singing; Music; Inside, public space",0.952,3,3,5
Y1rJWW_KqeAw,Percussion; Drum; Music; Bass drum; Snare drum; Drum roll; Drum kit; Rimshot; Wood block; Musical instrument,Percussion; Drum; Snare drum; Drum roll; Bass drum,0.957,5,10,5
Y1rpGmbCIBqs,"Vehicle; Aircraft; Fixed-wing aircraft, airplane; Aircraft engine; Jet engine; Car; Propeller, airscrew",Heavy engine (low frequency),0.998,0,7,1
Y1rtXsGC-q3Q,Vehicle; Car; Music,"Vehicle; Engine; Heavy engine (low frequency); Engine starting; Accelerating, revving, vroom",1.040,1,3,5
Y1RW3nDRmu6k,"Speech; Music; Female speech, woman speaking; Humming",Speech; Music; Tender music,0.976,2,4,3
Y1RwhRTe-OKk,Music; Musical instrument; Banjo; Bluegrass; Plucked string instrument; Guitar; Country; Pizzicato; Bowed string instrument; Mandolin,Music; Tapping (guitar technique); Banjo,0.987,2,10,3
Y1s-oXryGnCw,Speech; Music,Speech; Conversation,0.985,1,2,2
Y1s8ErA1OMTw,"Speech; Water; Trickle, dribble; Liquid; Gush",Speech; Water; Gush,0.999,3,5,3
Y1sBp9KhJbp4,Drum; Percussion; Music; Musical instrument; Drum kit; Snare drum; Wood block; Bass drum,Percussion; Drum; Wood block,0.996,3,8,3
Y1sdKPEwPtrg,Crow; Caw; Animal; Speech; Whispering; Bird,Bird; Crow,0.937,2,6,2
Y1SfwYQ92l6Y,Speech; Music,"Speech; Music; Thunk; Outside, rural or natural",1.000,2,2,4
Y1SLrRllxMkU,Speech; Music,"Speech; Alarm clock; Inside, small room",0.972,1,2,3
Y1SqihV_DnEg,Music; Musical instrument; Singing; Guitar,Music; Song; Jingle (music); Lullaby,0.993,1,4,4
Y1ssmAAcX5u8,Bouncing; Basketball bounce; Knock; Speech,Bouncing,0.948,1,4,1
Y1SvA8MMap-A,Cowbell; Music; Chime; Wind chime; Musical instrument,Bell,0.949,0,5,1
Y1T1RlQPE9sE,"Speech; Music; Heart murmur; Heart sounds, heartbeat",Speech; Heart murmur; Music,0.976,3,4,3
Y1T790GA0vkI,Speech; Typing; Computer keyboard,Mechanisms; Gears,0.947,0,3,2
Y1TAOyk0Xgss,Hair dryer; Speech; Tools; Power tool; Drill; Vacuum cleaner; Wood; Rub,Vacuum cleaner,1.023,1,8,1
Y1tBzq-7MUJU,Tick-tock,Tick-tock,0.827,1,1,1
Y1tC7bTilFWk,"Animal; Crow; Caw; Domestic animals, pets; Speech; Cat","Animal; Domestic animals, pets; Caterwaul",0.936,2,6,3
Y1Tg9VvRZN5k,"Train; Railroad car, train wagon; Train wheels squealing; Rail transport; Vehicle","Rail transport; Train; Railroad car, train wagon; Train wheels squealing; Subway, metro, underground",1.044,4,5,5
Y1Thl21awe2g,"Vehicle; Medium engine (mid frequency); Idling; Engine; Accelerating, revving, vroom; Clatter",Rattle; Engine knocking,1.027,0,6,2
Y1tjJmArxVBM,Music; Hammer; Vehicle,Rustling leaves,1.070,0,3,1
Y1tNkAc29aPE,"Music; Guitar; Musical instrument; Plucked string instrument; Strum; Electric guitar; Acoustic guitar; Effects unit; Steel guitar, slide guitar; Distortion",Music; Guitar; Effects unit; Chorus effect; Echo,1.092,3,10,5
Y1tobDIRRV0A,"Speech; Animal; Crow; Domestic animals, pets",Speech; Crow; Caw,0.973,2,4,3
Y1TP8JyI5vHI,Music; Speech,Animal; Duck; Quack; Music,1.024,1,2,4
Y1tQQMIQrSPo,"Speech; Telephone; Dial tone; Telephone bell ringing; Telephone dialing, DTMF",Speech; Dial tone,0.968,2,5,2
Y1TxC-sdO2rY,"Speech; Slap, smack; Sneeze","Slap, smack",0.964,1,3,1
Y1TyOPtg0Yfk,Music; Middle Eastern music; Tabla; Music of Bollywood; Carnatic music; Folk music; Singing; Music of Asia; Musical instrument; Speech,Music; Carnatic music,1.065,2,10,2
Y1tz4xNRRR4M,"Speech; Music; Glockenspiel; Mallet percussion; Marimba, xylophone; Chime","Music; Vibraphone; Inside, large room or hall",0.983,1,6,3
Y1Tzq_XIAMvs,"Music; Heart murmur; Heart sounds, heartbeat; Speech; Throbbing",Music; Gurgling,0.964,1,5,2
Y1U38Q2MpYM4,"Vehicle; Speech; Boat, Water vehicle","Wind; Wind noise (microphone); Boat, Water vehicle; Ship",1.032,1,3,4
Y1UCNBHZQNVM,Speech; Music,Speech; Music; Bang,1.001,2,2,3
Y1Ue2DkG64r8,"Speech; Vehicle; Bicycle; Outside, urban or manmade",Speech; Gurgling,1.053,1,4,2
Y1UFU5SfQOX4,Vehicle; Engine; Tools; Power tool,Tools; Power tool; Drill,1.017,2,4,3
Y1uHF1-8TcEk,Music; Musical instrument,Humming; Music,0.909,1,2,2
Y1uhuVsFGe6E,"Speech; Music; Child speech, kid speaking; Inside, small room","Child speech, kid speaking; Children playing; Music; Water",0.957,2,4,4
Y1Uj_ulATth0,"Chirp, tweet; Bird; Bird vocalization, bird call, bird song; Environmental noise","Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Waterfall",0.923,3,4,4
Y1UK8f9G7kLc,"Vehicle; Medium engine (mid frequency); Engine; Idling; Speech; Motorcycle; Accelerating, revving, vroom",Grunt,0.920,0,7,1
Y1uLkSMHxvZY,Music; Musical instrument,Zither; Pizzicato,0.885,0,2,2
Y1uMME28t_uw,"Machine gun; Gunshot, gunfire; Music; Fusillade; Speech; Boom",Music; Vehicle; Fusillade,1.088,2,6,3
Y1uRrh2ZClNY,"Speech; Inside, small room; Dishes, pots, and pans",Clapping,1.107,0,3,1
Y1UViJ9heiak,"Music; Smash, crash; Whack, thwack; Speech",Music; Fusillade,1.060,1,4,2
Y1UXOJ3IACj4,Speech; Music,Speech; Music; Ringtone,0.738,2,2,3
Y1u_8Qg1npAM,Sine wave; Chirp tone; Tuning fork,"Smoke detector, smoke alarm; Sonar",0.874,0,3,2
Y1V-rFaIWnzU,Music; Singing; Shout; Pop music; Speech; Crowd; Whoop; Yell; Bellow,"Speech; Shout; Singing; Music; Inside, large room or hall",1.058,4,9,5
Y1V7ReAk9k-4,Music; Speech; Rapping; Singing,Music; Afrobeat,1.073,1,4,2
Y1V9CWQNZRF8,"Vehicle; Car; Motorboat, speedboat; Boat, Water vehicle; Accelerating, revving, vroom; Car passing by; Speech; Race car, auto racing","Vehicle; Propeller, airscrew",1.018,1,8,2
Y1vrR6Im_RDo,Speech; Music,Female singing,0.922,0,2,1
Y1VRZ08sblVw,Speech; Music; Animal,"Animal; Pig; Roar; Inside, large room or hall",0.973,1,3,4
Y1vTcgIFYqS0,Vehicle; Splinter; Music,Wood; Splinter,1.032,1,3,2
Y1VTxnf2hZ0w,"Speech; Vehicle; Car; Train; Railroad car, train wagon; Rail transport",Mechanical fan,1.050,0,6,1
Y1W-KLZJwXkc,Music; Speech,Speech; Shuffle; Music,1.039,2,2,3
Y1W2FOzSXsxs,Music; Female singing; Child singing; Singing; Speech; Synthetic singing; Musical instrument,Child singing; Music,1.042,2,7,2
Y1W4p9dUBNkA,Vehicle; Truck; Engine; Light engine (high frequency); Speech; Heavy engine (low frequency); Idling; Lawn mower; Vibration,Fire,1.098,0,9,1
Y1wdCX1HmRyk,Speech; Glass; Firecracker; Fireworks,Insect; Cricket; Hammer,1.014,0,4,3
Y1WGmeX6CLas,Speech; Music; Groan,Speech; Whoop,0.438,1,3,2
Y1WI9921OeRc,"Speech; Burping, eructation; Grunt; Music; Animal","Burping, eructation",0.887,1,5,1
Y1WKvCCz-NZU,Music; Speech; Busy signal; Guitar; Musical instrument; Plucked string instrument,"Speech; Music; Busy signal; Inside, small room",0.990,3,6,4
Y1WlvXneu6oY,Music; Electric piano; Piano; Keyboard (musical); Musical instrument; Sad music,Music; Sad music,0.997,2,6,2
Y1woaZGPrY9g,Vehicle; Speech; Car,Car passing by,0.927,0,3,1
Y1wqJ9KDfcME,Drum kit; Drum; Cymbal; Snare drum; Bass drum; Hi-hat; Music; Percussion; Musical instrument; Rimshot,Percussion; Drum kit; Drum; Rimshot; Bass drum; Cymbal; Hi-hat,0.987,7,10,7
Y1WuGGd6NqGk,Music; Synthesizer; Sine wave; Theremin; Chirp tone; Electronic music; Musical instrument; Noise,Sine wave; Chirp tone,0.978,2,8,2
Y1Wy75ZQz9rg,Music; Speech; Shatter; Thunk,"Music; Thump, thud",0.952,1,4,2
Y1X0VCv-S2H8,Music; Speech,"Smash, crash",1.101,0,2,1
Y1xhSBniwGbM,"Speech; Music; Male speech, man speaking; Narration, monologue; Male singing",Male singing; Synthetic singing,1.054,1,5,2
Y1xIGyp9efXU,Music; Musical instrument; Progressive rock; Guitar; Heavy metal,Psychedelic rock,1.016,0,5,1
Y1Xmw9VUzvLY,Cough; Speech; Throat clearing; Wheeze; Sneeze,Cough; Bird,0.959,1,5,2
Y1XO0SqsZhHU,Rain; Rain on surface; Thunderstorm; Raindrop; Thunder; Vehicle,Wind; Wind noise (microphone); Rain; Raindrop; Rain on surface,0.981,3,6,5
Y1xRNQCP4MbE,Music; Singing; Speech; Yodeling; Female singing,Speech; Female singing; Child singing; Music,1.054,3,5,4
Y1xRv-LwycNA,Speech; Music,Explosion,1.003,0,2,1
Y1Xtkou9dtyA,Music; Musical instrument,Music; Rhythm and blues; Soul music; Ska,1.000,1,2,4
Y1xYpHbg0fEE,"Child singing; Speech; Female singing; Inside, small room; Music; Child speech, kid speaking",Female singing,0.968,1,6,1
Y1y7VNxjEC_U,"Smash, crash; Music; Whack, thwack; Speech","Whack, thwack; Smash, crash",1.062,2,4,2
Y1YFa9CpH7Kc,"Music; Moo; Cattle, bovinae; Speech; Livestock, farm animals, working animals; Cowbell","Livestock, farm animals, working animals; Cattle, bovinae; Moo; Cowbell",1.078,4,6,4
Y1yGWdegJjA4,Music; Electronic music; Dubstep; Electronic dance music; Speech; Drum and bass,"Music; House music; Techno; Dubstep; Electronic dance music; Dance music; Burst, pop",0.991,3,6,7
Y1yKGjTOk7NY,"Child singing; Speech; Music; Child speech, kid speaking",Child singing,0.905,1,4,1
Y1yNBf7QG__4,Speech; Animal; Clip-clop; Horse,Speech; Clip-clop,0.877,2,4,2
Y1YRhxCXCM0o,Water; Speech,Water; Sink (filling or washing),0.967,1,2,2
Y1yuL1ZCSS4I,Speech; Music,Speech; Music; Air brake,0.890,2,2,3
Y1YWeSXAXwQE,"Burping, eructation; Frog; Croak","Burping, eructation",0.925,1,3,1
Y1yWGmdevTuM,Didgeridoo; Music; Musical instrument,Music; Didgeridoo,0.947,2,3,2
Y1Z0G4O0lVwA,Music; Speech; Busy signal; Sidetone; Dial tone,Speech; Music; Sidetone,0.925,3,5,3
Y1Z4x67dhw-s,Rub; Wood; Filing (rasp); Sawing; Speech,Sanding; Wood; Rub,1.005,2,5,3
Y1z5KCCduAUM,"Speech; Inside, small room",Speech; Shuffling cards,0.968,1,2,2
Y1Z8MIXXDPls,Speech,Hiss; Steam,1.035,0,1,2
Y1ZaxqZMs21M,Music; Shout; Singing; Musical instrument; Yell,"Singing; Music; Musical instrument; Rock music; Roll; Inside, large room or hall",1.080,3,5,6
Y1ZEzs9zmZaU,Firecracker; Fireworks; Speech,"Gunshot, gunfire; Whip",1.019,0,3,2
Y1ZgXgyEJSbc,Music; Middle Eastern music; Tabla; Speech; Folk music; Musical instrument; Music of Bollywood,Percussion; Drum; Tabla,0.992,1,7,3
Y1ZHnWpLQtyo,"Speech; Narration, monologue; Male speech, man speaking; Speech synthesizer",Speech; Radio,0.954,1,4,2
Y1zIoNTdug0U,Explosion; Vehicle,Speech; Run,0.449,0,2,2
Y1ZS9EQzbAbM,Wood; Sawing; Drill; Tools; Rub; Power tool; Filing (rasp),Sawing; Wood,0.999,2,7,2
Y1ztMYYV7TVY,Music; Speech,Speech; Music; Gurgling,1.036,2,2,3
Y1_7BKFMJrYA,Speech; Water,Speech; Gurgling,1.008,1,2,2
Y1_hGvbEiYAs,"Vehicle; Helicopter; Speech; Boat, Water vehicle; Wind; Aircraft; Wind noise (microphone)",Vehicle; Bicycle,1.056,1,7,2
Y1_knvtpENoQ,Speech; Busy signal; Sidetone; Dial tone; Telephone,Busy signal,0.887,1,5,1
Y1_Q80fDGLRM,"Speech; Animal; Domestic animals, pets; Dog; Whimper (dog)","Speech; Animal; Domestic animals, pets; Dog; Bark; Yip; Bow-wow",0.981,4,5,7
Y1_Yd3NwpP7M,Music; Chirp tone; Sine wave; Singing bowl; Gong; Tuning fork,Singing bowl,0.865,1,6,1
Y2-h8MRSRvEg,Children shouting; Cheering; Music; Crowd; Emergency vehicle; Speech; Siren; Ambulance (siren),"Emergency vehicle; Police car (siren); Fire engine, fire truck (siren); Siren",1.072,2,8,4
Y2-XyCIq8Yp0,"Speech; Child singing; Child speech, kid speaking; Inside, small room; Babbling","Speech; Child speech, kid speaking; Child singing",0.960,3,5,3
Y2-Yz378XB2Q,Vehicle; Car; Bus,Vehicle; Truck; Air brake,0.969,1,3,3
Y2A63oYgod8Y,"Cap gun; Speech; Gunshot, gunfire","Gunshot, gunfire; Cap gun",0.956,2,3,2
Y2a7GgnHA8qY,Vehicle; Music; Speech; Car,Noise; Cacophony,1.019,0,4,2
Y2A7xNU3TtbA,"Speech; Screaming; Groan; Wail, moan",Speech; Wheeze,1.011,1,4,2
Y2aExs2j1s3E,"Speech; Inside, small room",Speech; Liquid; Fill (with liquid),0.941,1,2,3
Y2AMP3JIL330,"Speech; Inside, small room",Bouncing,0.946,0,2,1
Y2aO0HKIP3vI,"Speech; Heart murmur; Heart sounds, heartbeat; Speech synthesizer; Throbbing; Music","Heart sounds, heartbeat",0.910,1,6,1
Y2aPVOidHLXI,Music; Angry music; Punk rock; Heavy metal; Grunge; Progressive rock; Singing; Rock music,Music; Angry music,1.044,2,8,2
Y2ATMQxWVpXk,Music; Speech; Electronic music; Dubstep,Music; Angry music,0.979,1,4,2
Y2ATRc7EonvI,Vehicle; Car; Speech; Music,Stream,1.029,0,4,1
Y2B-xGbzOjYY,Music; Speech; Musical instrument; Vehicle,Speech; Music; Musical instrument; Banjo,0.992,3,4,4
Y2b0eM8lWGCQ,"Neigh, whinny; Animal; Horse; Speech; Domestic animals, pets; Music; Cat; Clip-clop","Animal; Horse; Clip-clop; Neigh, whinny",0.972,4,8,4
Y2bCuw7U_Rac,Music; Salsa music; Singing; Music of Latin America; Speech,Music; Musical instrument; Accordion; Traditional music,1.055,1,5,4
Y2BGzxAuetOA,Music; Speech; Hip hop music; Rapping,Music; Rock and roll; Roll,1.078,1,4,3
Y2blZkl-4FAs,Music; Singing; Independent music; Happy music,Music; Jazz,1.002,1,4,2
Y2BNSDDwGxM8,Speech; Crowd; Chatter; Music,Speech; Animal; Horse; Clip-clop,0.954,1,4,4
Y2buZvJA40kY,Music; Musical instrument; Cello,String section,0.898,0,3,1
Y2bYyywE97aA,"Vehicle; Animal; Domestic animals, pets; Speech; Dog; Music; Car; Bow-wow",Vacuum cleaner,1.049,0,8,1
Y2c1nxR7aq1o,,Clatter,0.910,0,0,1
Y2c3dLb4s7Fo,Change ringing (campanology); Bell; Church bell; Music,Change ringing (campanology),0.977,1,4,1
Y2CEb1hYM3EA,Speech,"Chewing, mastication; Biting",0.898,0,1,2
Y2CidaVnd60g,Drum kit; Drum; Bass drum; Music; Snare drum; Rimshot; Cymbal; Hi-hat; Percussion; Musical instrument,Percussion; Drum kit; Drum; Snare drum; Rimshot; Drum roll; Bass drum; Cymbal,1.056,7,10,8
Y2cxvYC9QZac,Music; Singing; Speech,Music; Music of Africa; Ska,1.039,1,3,3
Y2CymVO8lDJs,"Vehicle; Car; Race car, auto racing; Skidding; Speech; Tire squeal; Cattle, bovinae; Music",Animal; Crow,1.076,0,8,2
Y2CzfBZ1mYBs,Music,Music; Electronic music; House music,0.984,1,1,3
Y2d4HQ8ZM_2k,Vehicle; Engine starting; Engine; Idling; Speech; Lawn mower,Engine; Medium engine (mid frequency); Idling,1.056,2,6,3
Y2da1DRLuo9o,Animal,Tap,0.956,0,1,1
Y2DfCM54wPVw,"Speech; Insect; Bee, wasp, etc.; Fly, housefly; Cricket","Rodents, rats, mice",1.007,0,5,1
Y2Dk41eofomE,Cupboard open or close; Music; Timpani; Speech; Door; Musical instrument,Cupboard open or close,0.945,1,6,1
Y2DMbBzMgBbw,,Coin (dropping),0.919,0,0,1
Y2Dpz7l4-0iQ,"Speech; Shuffling cards; Crumpling, crinkling; Inside, small room; Music","Speech; Music; Crumpling, crinkling; Inside, small room",1.117,4,5,4
Y2Dr7gDL46NU,"Speech; Inside, small room; Writing",Speech; Drawer open or close,1.081,1,3,2
Y2DvXfu76u7M,Water,Pour,0.958,0,1,1
Y2DwZipkoEns,Music; Throbbing; Electronic music,Hum; Throbbing,0.973,1,3,2
Y2DyD824KPFM,"Bird; Bird vocalization, bird call, bird song; Environmental noise",Insect; Cricket,0.899,0,3,2
Y2dyEnOo3yJ8,"Music; Musical instrument; Violin, fiddle; Singing; Folk music; Bowed string instrument; Middle Eastern music; Guitar; Bluegrass; Country",Mantra; Music; Middle Eastern music,1.055,2,10,3
Y2dyxjGTXSpA,Music; Mantra; Chant; Singing,Mantra; Music,1.058,2,4,2
Y2E-21MCbWVQ,Speech; Hammer,Percussion; Wood block,0.961,0,2,2
