video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y1gDNqOQFopY,Music; Musical instrument; Guitar; Plucked string instrument; Singing; Country; Yodeling; Acoustic guitar; Banjo,Singing; Yodeling; Music,2.076,3,9,3
Y1GFclDpGhu0,"Speech; Typewriter; Inside, small room; Tap",Speech; Bouncing,2.071,1,4,2
Y1ghXWnSJibU,"Bell; Music; Glockenspiel; Mallet percussion; Marimba, xylophone",Bicycle bell; Ding-dong,1.742,0,5,2
Y1GMWn4IxVro,Sizzle; Frying (food); Stir; Music,Frying (food); Sizzle,2.121,2,4,2
Y1GrCbwZIbwM,"Water tap, faucet; Water; Sink (filling or washing); Speech; Bathtub (filling or washing); Inside, small room","Water; Water tap, faucet; Bathtub (filling or washing)",2.131,3,6,3
Y1GwY2n4HIM0,"Speech; Inside, small room; Sniff",Speech; Sniff,2.148,2,3,2
Y1hABzqBHh7w,Music; Singing; Music of Latin America; Speech; Rock and roll; Maraca,Singing; Music; Music of Latin America; Ska,2.238,3,6,4
Y1HayoASR-54,"Car; Vehicle; Race car, auto racing; Accelerating, revving, vroom; Tire squeal",Vehicle; Car; Tire squeal; Medium engine (mid frequency),2.119,3,5,4
Y1hba9jmspEQ,"Speech; Inside, small room; Dishes, pots, and pans","Speech; Female speech, woman speaking; Scissors",2.181,1,3,3
Y1hC6crefz0s,Music; Timpani,Music; Theme music; Video game music; Tick,2.186,1,2,4
Y1hDTYgABDRg,Music; Speech; Crowd,Synthetic singing; Music,2.037,1,3,2
Y1heMbyumHAo,Music; Reggae; Music of Africa; Soul music,Music; Rhythm and blues; Music of Africa,2.125,2,4,3
Y1hIg-Lsvc7Q,"Vehicle; Car; Traffic noise, roadway noise; Motor vehicle (road); Boat, Water vehicle","Vehicle; Car; Bus; Traffic noise, roadway noise; Accelerating, revving, vroom",1.929,3,5,5
Y1hJnxzlxnQs,"Music; Vehicle; Car; Angry music; Skidding; Race car, auto racing",Car passing by,1.972,0,6,1
Y1hknEtsmdOc,Speech; Vehicle,Car passing by,1.980,0,2,1
Y1hMZbDz2KH8,"Fire alarm; Vehicle; Smoke detector, smoke alarm; Alarm; Buzzer",Fire alarm,1.937,1,5,1
Y1HNGJDppKG0,"Speech; Chatter; Outside, urban or manmade; Inside, public space",Speech; Chatter,1.949,2,4,2
Y1HOdnni3Fl4,Jackhammer; Engine,Jackhammer,1.930,1,2,1
Y1hoUEfsTmdE,Music; Child singing; Synthetic singing; Female singing; Speech; Singing,Female singing; Child singing; Music,2.008,3,6,3
Y1hUNSCMZi9o,"Speech; Bird; Pigeon, dove; Coo; Animal; Inside, small room; Music","Speech; Telephone dialing, DTMF; Inside, large room or hall",1.983,1,7,3
Y1hWAOReJehw,Carnatic music; Music; Classical music; Tabla; Musical instrument; Singing; Sitar; Percussion; Music of Asia,Singing; Music; Musical instrument; Percussion; Tabla; Classical music,1.982,6,9,6
Y1hwkxJOl1PY,"Speech; Vehicle; Wind; Boat, Water vehicle; Wind noise (microphone)","Speech; Animal; Roaring cats (lions, tigers); Outside, rural or natural",1.957,1,5,4
Y1HzPf-GXyls,Speech; Music; Typewriter; Typing; Camera,Speech; Shuffling cards,1.992,1,5,2
Y1i1sbQOILb0,Music; Singing; Reggae; Music of Africa; Jingle (music),Music; Traditional music,1.975,1,5,2
Y1I5QQBbZP8g,Crowd; Battle cry; Cheering,Battle cry; Crowd,2.050,2,3,2
Y1ILADUzj-M0,"Crumpling, crinkling; Speech; Inside, small room; Tearing","Speech; Crumpling, crinkling; Inside, small room",2.035,3,4,3
Y1IlgE0S4t3E,Bicycle bell; Telephone bell ringing; Vehicle,Bell; Tools,2.075,0,3,2
Y1IQdvfm9SDY,Speech; Chop,Speech; Vehicle; Bicycle,1.962,1,2,3
Y1iqVk7kMnJQ,"Motorcycle; Vehicle; Chainsaw; Engine; Outside, urban or manmade","Idling; Thump, thud",2.033,0,5,2
Y1IrYZhVhN1s,Speech; Music; Plop,"Whoosh, swoosh, swish",2.020,0,3,1
Y1ISlTAGBMhs,Engine; Vehicle; Idling; Engine knocking; Car; Medium engine (mid frequency); Vibration,Engine; Idling; Noise,2.044,2,7,3
Y1isuXShxzOY,Music; Alarm clock; Doorbell,Telephone bell ringing; Sound effect,2.049,0,3,2
Y1J-E-QqJdkg,Speech; Vehicle; Engine; Car; Air conditioning,Speech; Television,2.027,1,5,2
Y1j13NdQiw8c,Music; Steelpan; Musical instrument; Drum; Drum kit; Percussion; Guitar,Music; Steelpan,1.985,2,7,2
Y1J4FXUMOw8k,Music; Speech; Artillery fire,"Whack, thwack; Smash, crash",1.964,0,3,2
Y1j4rFfU5XKQ,Music; Video game music; Soundtrack music; Electronic music; Techno,Music; Techno; Electronic dance music; Trance music; Dance music,2.041,2,5,5
Y1jhbNtCWC9w,Civil defense siren; Siren,Siren; Civil defense siren,2.014,2,2,2
Y1JHB_-LCoNA,Speech; Hair dryer; Machine gun,"Whoosh, swoosh, swish",1.924,0,3,1
Y1JpeDWbgUO8,Music; Singing; Rock and roll; Pop music; Yell,Whoop; Music,1.990,1,5,2
Y1jq7zSF_v7s,"Speech; Drawer open or close; Door; Inside, small room; Sliding door","Speech; Drawer open or close; Inside, small room",1.997,3,5,3
Y1JSbmO1NQzk,Insect,Insect; Cricket,1.958,1,1,2
Y1Jtg95iZyoQ,"Groan; Speech; Grunt; Inside, small room",Grunt; Roar,1.974,1,4,2
Y1jTQsVs5iWM,"Speech; Giggle; Laughter; Inside, small room; Belly laugh; Animal; Domestic animals, pets","Speech; Walk, footsteps",1.986,1,7,2
Y1J_j6c2uQaM,Thunder; Thunderstorm; Rain; Speech; Rain on surface; Raindrop,Thunderstorm; Thunder; Rain,2.024,3,6,3
Y1kcjIUL51AI,"Vehicle; Car; Accelerating, revving, vroom; Engine",Rumble,1.992,0,4,1
Y1KiFXylkPpg,Music; Organ; Keyboard (musical); Background music; Theme music; Electronic organ; Musical instrument,Organ; Electronic organ,2.037,2,7,2
Y1kkWt3ktlBA,"Speech; Animal; Walk, footsteps",Whip,1.997,0,3,1
Y1KLmIS-v60U,"Train; Rail transport; Railroad car, train wagon; Train horn; Vehicle; Clickety-clack; Vehicle horn, car horn, honking; Toot; Train whistle","Vehicle; Toot; Rail transport; Train; Railroad car, train wagon",2.043,5,9,5
Y1KmsVHx7E2c,Music; Scary music; Theme music; Machine gun; Fusillade,Music; Scary music,2.020,2,5,2
Y1KpvQAM14Ic,"Speech; Waterfall; Water; Stream; Gurgling; Waves, surf",Waterfall,2.044,1,6,1
Y1kUeturqXOE,"Music; Neigh, whinny; Horse; Animal; Speech; Screaming",Music; Squeal,1.957,1,6,2
Y1KXi48OobbU,"Whack, thwack; Thunk; Music",Ding; Clang,1.992,0,3,2
Y1L1iOYth3-E,Typewriter,Crushing,2.083,0,1,1
Y1LA8BxMlXSY,Siren; Police car (siren); Emergency vehicle; Ambulance (siren),Emergency vehicle; Police car (siren); Ambulance (siren); Siren,2.114,4,4,4
Y1lCus68cAOc,"Speech; Animal; Dog; Domestic animals, pets; Whimper (dog); Inside, small room; Growling; Canidae, dogs, wolves; Yip",Speech; Whimper (dog),2.077,2,9,2
Y1lgqqW5TsJk,Music; Electronic music; Scratching (performance technique); Speech; Sampler,Music; Disco; Techno; Electronic dance music,2.081,1,5,4
Y1lIMpk5-2Oc,"Speech; Ocean; Waves, surf; Wind noise (microphone); Wind; Boat, Water vehicle; Vehicle; Ship; Eruption",Speech; Eruption,2.025,2,9,2
Y1lLobOtsIFA,Waterfall; Speech; Stream; Rain,Waterfall,2.030,1,4,1
Y1Lqa2jDTnns,Speech; Music; Mechanisms; Boom; Groan,Speech; Microwave oven,2.067,1,5,2
Y1LTxZ2aNytc,"Speech; Goat; Animal; Bleat; Screaming; Sheep; Outside, urban or manmade; Livestock, farm animals, working animals; Domestic animals, pets",Screaming,2.091,1,9,1
Y1MeeK0kD_ys,Music; Speech; Single-lens reflex camera; Skateboard; Camera,Speech; Music; Single-lens reflex camera,1.975,3,5,3
Y1mfghenMj_E,Fireworks; Car; Vehicle; Firecracker; Squeal,Fireworks,2.076,1,5,1
Y1MgcrYdYas0,Chainsaw; Wood; Tools; Power tool; Sawing,Chainsaw; Idling; Vibration,2.141,1,5,3
Y1mHYYrMD0gU,Music; Singing; Pink noise; Guitar; Musical instrument,Music; Radio,2.130,1,5,2
Y1MRlrSLSN84,Knock,Knock,1.626,1,1,1
Y1MTKUN3uFrs,Cricket; Speech; Insect; Snake; Hiss,"Speech; Fireworks; Outside, rural or natural",2.059,1,5,3
Y1MwaXCfUvX8,Music; Rock music; Singing; Musical instrument; Guitar; Rock and roll; Punk rock; Roll; Heavy metal; Plucked string instrument,Singing; Music; Guitar; Rock and roll; Roll,2.110,5,10,5
Y1mWznF79X2o,"Speech; Waves, surf; Ocean; Boat, Water vehicle; Vehicle; Wind; Music; Motorboat, speedboat",Speech; Music; Gurgling,2.096,2,8,3
Y1nbCJJtsruI,"Music; Musical instrument; Saxophone; Wind instrument, woodwind instrument; Clarinet; Brass instrument; Bowed string instrument",Brass instrument; Saxophone,2.090,2,7,2
Y1nd-4Deqkro,"Jackhammer; Music; Machine gun; Gunshot, gunfire",Music; Jackhammer,2.171,2,4,2
Y1nGKDBEh3rs,Sniff; Speech; Sneeze,Speech; Sniff,2.191,2,3,2
Y1NkUBIl2Plw,Thunder; Rain; Thunderstorm; Music; Rain on surface; Raindrop; Honk,Rain; Raindrop; Rain on surface,2.162,3,7,3
Y1nKxptqHGyY,"Speech; Hiccup; Whimper; Crying, sobbing; Laughter",Speech; Hiccup,2.283,2,5,2
Y1NMDi2ZmUdo,"Speech; Inside, small room",Speech; Sigh,2.069,1,2,2
Y1nNXaI04SEg,"Crunch; Biting; Chewing, mastication; Inside, small room","Chewing, mastication; Biting; Crunch",2.081,3,4,3
Y1nUqhH8bAPk,"Music; Music for children; Synthetic singing; Singing; Jingle, tinkle",Child singing; Music,2.058,1,5,2
Y1NWxg_BnJ0A,Music; Speech; Shatter; Breaking,"Speech; Chink, clink",2.024,1,4,2
Y1Ny5ZlcBlcQ,Speech; Animal,"Boat, Water vehicle; Rowboat, canoe, kayak",2.026,0,2,2
Y1n_s2Gb5R1Q,Vehicle; Reversing beeps; Truck; Car,Vehicle; Reversing beeps,2.023,2,4,2
Y1O-WeYTRS4w,Drum; Drum kit; Bass drum; Snare drum; Percussion; Rimshot; Cowbell; Cymbal; Hi-hat; Musical instrument,Cowbell,2.043,1,10,1
Y1o5tdZT6kw8,"Rub; Tearing; Inside, small room; Filing (rasp); Crumpling, crinkling","Hands; Inside, small room",1.999,1,5,2
Y1OFDyTzUj24,"Speech; Male speech, man speaking; Narration, monologue","Speech; Male speech, man speaking; Conversation",1.996,2,3,3
Y1OFOElP7bqc,Speech; Stream,Stream,2.088,1,2,1
Y1oHVE6DeIlc,Music; Speech; Chop; Door,Wood; Chop,2.079,1,4,2
Y1oJAVJPX0YY,"Train; Rail transport; Railroad car, train wagon; Clickety-clack; Hiss; Steam; Vehicle; Steam whistle; Train whistle","Rail transport; Train; Train whistle; Railroad car, train wagon; Clickety-clack",1.991,5,9,5
Y1OpNI5DjxC0,"Synthesizer; Music; Musical instrument; Keyboard (musical); Effects unit; Piano; Inside, small room",Synthesizer; Whir,1.964,1,7,2
Y1Oq1Z8SZNyM,Music; Speech; Liquid,Speech; Music; Squish,2.071,2,3,3
Y1OU19ANx4fg,Speech; Camera; Single-lens reflex camera; Music,Speech; Music; Single-lens reflex camera,1.958,3,4,3
Y1OukV4Q7o8Q,Rain; Thunderstorm; Thunder; Rain on surface; Vehicle; Splinter; Wood; Raindrop; Speech,Crushing,1.981,0,9,1
Y1owKdIYYYeg,"Waves, surf; Ocean; Wind; Wind noise (microphone); Pink noise; Vehicle; Boat, Water vehicle","Wind; Ocean; Waves, surf",1.992,3,7,3
Y1p9rsIR1ezk,"Air horn, truck horn; Speech; Vehicle; Music; Fire engine, fire truck (siren); Toot; Truck; Emergency vehicle; Vehicle horn, car horn, honking; Crowd",Speech; Music; Squeak,2.008,2,10,3
Y1PAb2MoavDc,"Insect; Fly, housefly; Bee, wasp, etc.; Speech; Mosquito","Insect; Fly, housefly; Bee, wasp, etc.",2.039,3,5,3
Y1PDg2ENa7jk,"Music; Jingle, tinkle; Chink, clink; New-age music",Music; Ping,2.100,1,4,2
Y1PKxdTlquCA,Music; Disco; Pop music; Dance music; Funk; Singing,Music; Pop music; Rhythm and blues; Disco; Afrobeat; Dance music,2.116,4,6,6
Y1PN-bfs2EhY,Music; Child singing; Female singing; Singing; Musical instrument,Child singing; Music,2.056,2,5,2
Y1PPboJuO1Ks,"Music; Speech; Neigh, whinny; Horse","Speech; Neigh, whinny; Music",1.963,3,4,3
Y1pR0SgbqP3M,Music; Grunge; Punk rock; Rock and roll; Heavy metal,"Music; Burst, pop",2.024,1,5,2
Y1PSzSTilu_s,Music; Guitar; Speech; Musical instrument; Plucked string instrument; Country; Acoustic guitar; Strum,Music; Funny music,2.041,1,8,2
Y1pViEqMXJH0,Printer,Printer,2.102,1,1,1
Y1PZAgEP1Xhc,"Speech; Hands; Singing; Clapping; Inside, small room","Speech; Hands; Inside, small room",2.021,3,5,3
Y1Q1pDQzTW6c,Music; Singing; Soul music; Rhythm and blues,Christian music,1.978,0,4,1
Y1q8kkQhS97g,Drum; Drum kit; Percussion; Bass drum; Snare drum; Rimshot; Music; Musical instrument; Cymbal; Hi-hat,Cymbal; Hi-hat,2.083,2,10,2
Y1Q9DXhXMSFI,Music; Singing; Rock and roll; Pop music; Roll; Ska; Musical instrument,Music; Pop music; Ska,1.991,3,7,3
Y1QtsF8qkX1Y,Rain; Thunder; Thunderstorm; Rain on surface; Vehicle; Raindrop; Music,Thunderstorm; Thunder; Rain; Raindrop,2.127,4,7,4
Y1rhsnmWLeGw,Music; Lullaby; Mantra; Singing,Music; Song; Lullaby,1.996,2,4,3
Y1RhYdQnZ_hw,Music; Female singing; Guitar; Child singing; Singing; Plucked string instrument; Musical instrument; Strum,Female singing; Music,1.981,2,8,2
Y1rJIR1G1OnY,Music; Child singing; Female singing; Speech; Singing; Synthetic singing,"Speech; Singing; Synthetic singing; Music; Inside, public space",2.019,4,6,5
Y1rJWW_KqeAw,Percussion; Music; Wood block; Drum; Drum roll; Snare drum; Tubular bells; Bass drum; Musical instrument; Drum kit,Percussion; Drum; Snare drum; Drum roll; Bass drum,2.007,5,10,5
Y1rpGmbCIBqs,"Vehicle; Engine; Car; Accelerating, revving, vroom; Jet engine; Medium engine (mid frequency)",Heavy engine (low frequency),1.986,0,6,1
Y1rtXsGC-q3Q,"Vehicle; Car; Accelerating, revving, vroom; Medium engine (mid frequency); Engine; Motorcycle","Vehicle; Engine; Heavy engine (low frequency); Engine starting; Accelerating, revving, vroom",2.091,3,6,5
Y1RW3nDRmu6k,Music; Speech; Opera; Singing,Speech; Music; Tender music,2.032,2,4,3
Y1RwhRTe-OKk,Music; Musical instrument; Guitar; Plucked string instrument; Acoustic guitar; Banjo; Mandolin; Strum,Music; Tapping (guitar technique); Banjo,2.009,2,8,3
Y1s-oXryGnCw,"Music; Speech; Ding; Clang; Jingle, tinkle",Speech; Conversation,2.083,1,5,2
Y1s8ErA1OMTw,"Speech; Water; Gush; Liquid; Water tap, faucet; Pump (liquid); Fill (with liquid); Sink (filling or washing)",Speech; Water; Gush,2.008,3,8,3
Y1sBp9KhJbp4,"Music; Drum; Musical instrument; Percussion; Drum kit; Bass drum; Snare drum; Drum roll; Inside, small room; Guitar",Percussion; Drum; Wood block,1.980,2,10,3
Y1sdKPEwPtrg,"Animal; Domestic animals, pets; Dog; Speech",Bird; Crow,2.028,0,4,2
Y1SfwYQ92l6Y,"Speech; Music; Thunk; Door; Inside, small room","Speech; Music; Thunk; Outside, rural or natural",1.998,3,5,4
Y1SLrRllxMkU,"Speech; Telephone bell ringing; Inside, small room; Telephone","Speech; Alarm clock; Inside, small room",2.019,2,4,3
Y1SqihV_DnEg,"Music; Jingle, tinkle; Christmas music; Christian music",Music; Song; Jingle (music); Lullaby,2.007,1,4,4
Y1ssmAAcX5u8,Bouncing; Basketball bounce,Bouncing,2.067,1,2,1
Y1SvA8MMap-A,Cowbell,Bell,1.977,0,1,1
Y1T1RlQPE9sE,Speech; Music; Musical instrument; Synthesizer; Drum machine,Speech; Heart murmur; Music,2.016,2,5,3
Y1T790GA0vkI,"Speech; Typewriter; Clock; Inside, small room; Tick-tock; Sewing machine; Tick",Mechanisms; Gears,2.100,0,7,2
Y1TAOyk0Xgss,Drill; Speech; Vacuum cleaner; Hair dryer; Power tool; Tools; Blender,Vacuum cleaner,2.134,1,7,1
Y1tBzq-7MUJU,Tick-tock; Tick,Tick-tock,2.043,1,2,1
Y1tC7bTilFWk,"Cat; Animal; Domestic animals, pets; Caterwaul; Meow","Animal; Domestic animals, pets; Caterwaul",2.057,3,5,3
Y1Tg9VvRZN5k,"Train; Rail transport; Railroad car, train wagon; Train wheels squealing; Subway, metro, underground; Speech; Vehicle","Rail transport; Train; Railroad car, train wagon; Train wheels squealing; Subway, metro, underground",2.035,5,7,5
Y1Thl21awe2g,Vehicle; Engine; Machine gun,Rattle; Engine knocking,2.020,0,3,2
Y1tjJmArxVBM,Glass; Waterfall,Rustling leaves,2.130,0,2,1
Y1tNkAc29aPE,Music; Guitar; Musical instrument; Effects unit; Plucked string instrument; Distortion; Chorus effect; Electric guitar,Music; Guitar; Effects unit; Chorus effect; Echo,2.074,4,8,5
Y1tobDIRRV0A,"Speech; Crow; Animal; Caw; Bird; Domestic animals, pets",Speech; Crow; Caw,2.101,3,6,3
Y1TP8JyI5vHI,"Music; Cat; Domestic animals, pets; Meow; Animal",Animal; Duck; Quack; Music,2.012,2,5,4
Y1tQQMIQrSPo,"Speech; Dial tone; Telephone; Inside, small room; Telephone dialing, DTMF",Speech; Dial tone,2.154,2,5,2
Y1TxC-sdO2rY,"Speech; Slap, smack; Door","Slap, smack",2.004,1,3,1
Y1TyOPtg0Yfk,Music; Middle Eastern music; Carnatic music; Tabla; Singing; Classical music; Musical instrument; Folk music,Music; Carnatic music,2.082,2,8,2
Y1tz4xNRRR4M,"Glockenspiel; Music; Mallet percussion; Speech; Marimba, xylophone; Ding-dong","Music; Vibraphone; Inside, large room or hall",2.001,1,6,3
Y1Tzq_XIAMvs,Music; Speech; Door; Knock,Music; Gurgling,2.103,1,4,2
Y1U38Q2MpYM4,"Vehicle; Boat, Water vehicle; Motorboat, speedboat; Truck; Car; Engine; Idling","Wind; Wind noise (microphone); Boat, Water vehicle; Ship",2.078,1,7,4
Y1UCNBHZQNVM,Speech; Music,Speech; Music; Bang,2.050,2,2,3
Y1Ue2DkG64r8,"Speech; Vehicle; Boat, Water vehicle; Engine; Idling; Wind noise (microphone); Wind; Motorboat, speedboat",Speech; Gurgling,1.989,1,8,2
Y1UFU5SfQOX4,"Tools; Ratchet, pawl; Power tool; Mechanisms; Engine; Gears; Vehicle; Wood",Tools; Power tool; Drill,1.941,2,8,3
Y1uHF1-8TcEk,Music; Choir; Singing,Humming; Music,2.032,1,3,2
Y1uhuVsFGe6E,"Speech; Children playing; Music; Child speech, kid speaking","Child speech, kid speaking; Children playing; Music; Water",2.097,3,4,4
Y1Uj_ulATth0,"Environmental noise; Bird vocalization, bird call, bird song; Outside, rural or natural; Chirp, tweet; Bird; Pink noise","Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Waterfall",2.025,3,6,4
Y1UK8f9G7kLc,"Vehicle; Motorcycle; Clatter; Speech; Outside, urban or manmade; Accelerating, revving, vroom",Grunt,2.006,0,6,1
Y1uLkSMHxvZY,Zither; Music; Pizzicato; Speech; Musical instrument; Plucked string instrument; Mandolin,Zither; Pizzicato,2.172,2,7,2
Y1uMME28t_uw,"Music; Fusillade; Gunshot, gunfire; Machine gun",Music; Vehicle; Fusillade,2.037,2,4,3
Y1uRrh2ZClNY,"Music; Speech; Inside, small room",Clapping,2.193,0,3,1
Y1UViJ9heiak,"Music; Boom; Fusillade; Smash, crash; Gunshot, gunfire; Speech",Music; Fusillade,1.979,2,6,2
Y1UXOJ3IACj4,"Speech; Music; Vehicle; Ice cream truck, ice cream van; Car",Speech; Music; Ringtone,1.801,2,5,3
Y1u_8Qg1npAM,Chirp tone; Silence,"Smoke detector, smoke alarm; Sonar",1.921,0,2,2
Y1V-rFaIWnzU,"Music; Singing; Whoop; Crowd; Shout; Pop music; Bang; Yell; Speech; Inside, large room or hall","Speech; Shout; Singing; Music; Inside, large room or hall",1.990,5,10,5
Y1V7ReAk9k-4,Music; Rapping; Hip hop music,Music; Afrobeat,2.089,1,3,2
Y1V9CWQNZRF8,"Vehicle; Motorboat, speedboat; Boat, Water vehicle; Car; Accelerating, revving, vroom","Vehicle; Propeller, airscrew",2.027,1,5,2
Y1vrR6Im_RDo,Speech; Female singing; A capella; Singing; Music,Female singing,1.878,1,5,1
Y1VRZ08sblVw,Animal; Speech; Pig,"Animal; Pig; Roar; Inside, large room or hall",2.075,2,3,4
Y1vTcgIFYqS0,Vehicle; Wood,Wood; Splinter,2.022,1,2,2
Y1VTxnf2hZ0w,"Speech; Vehicle; Engine; Car; Idling; Outside, rural or natural; Outside, urban or manmade; Motorcycle; Lawn mower",Mechanical fan,2.103,0,9,1
Y1W-KLZJwXkc,Speech; Music; Vehicle,Speech; Shuffle; Music,2.060,2,3,3
Y1W2FOzSXsxs,Music; Female singing; Child singing; Singing; Musical instrument; Guitar; Plucked string instrument,Child singing; Music,2.137,2,7,2
Y1W4p9dUBNkA,"Vehicle; Speech; Truck; Engine; Car; Idling; Air brake; Outside, urban or manmade; Motor vehicle (road)",Fire,1.999,0,9,1
Y1wdCX1HmRyk,"Hammer; Dishes, pots, and pans; Cutlery, silverware; Speech; Tools; Glass",Insect; Cricket; Hammer,2.145,1,6,3
Y1WGmeX6CLas,Speech; Music; Yell; Groan; Whoop; Bellow; Screaming,Speech; Whoop,1.666,2,7,2
Y1WI9921OeRc,"Speech; Music; Burping, eructation; Grunt","Burping, eructation",2.133,1,4,1
Y1WKvCCz-NZU,Music; Speech; Dial tone; Keyboard (musical); Piano; Busy signal; Musical instrument; Electric piano; Telephone,"Speech; Music; Busy signal; Inside, small room",2.008,3,9,4
Y1WlvXneu6oY,Music; Electric piano; Piano; Keyboard (musical); Musical instrument,Music; Sad music,1.979,1,5,2
Y1woaZGPrY9g,"Car; Vehicle; Race car, auto racing; Speech; Car passing by; Tire squeal; Accelerating, revving, vroom",Car passing by,1.820,1,7,1
Y1wqJ9KDfcME,Drum kit; Drum; Snare drum; Bass drum; Cymbal; Hi-hat; Percussion; Music; Musical instrument; Rimshot,Percussion; Drum kit; Drum; Rimshot; Bass drum; Cymbal; Hi-hat,1.911,7,10,7
Y1WuGGd6NqGk,Music; Synthesizer; Musical instrument; Keyboard (musical); Theremin; Piano; Sampler; Electric piano,Sine wave; Chirp tone,1.949,0,8,2
Y1Wy75ZQz9rg,Music; Brass instrument; Thunk; Speech; French horn,"Music; Thump, thud",1.909,1,5,2
Y1X0VCv-S2H8,"Music; Smash, crash; Speech; Whack, thwack","Smash, crash",1.949,1,4,1
Y1xhSBniwGbM,Speech; Opera; Music; Choir; Male singing; Singing; A capella,Male singing; Synthetic singing,2.072,1,7,2
Y1xIGyp9efXU,Music; Musical instrument; Guitar; Plucked string instrument; Progressive rock; Heavy metal,Psychedelic rock,1.963,0,6,1
Y1Xmw9VUzvLY,"Cough; Throat clearing; Bird; Pigeon, dove",Cough; Bird,2.040,2,4,2
Y1XO0SqsZhHU,Rain; Thunder; Thunderstorm; Rain on surface; Raindrop,Wind; Wind noise (microphone); Rain; Raindrop; Rain on surface,2.048,3,5,5
Y1xRNQCP4MbE,"Music; Speech; Child singing; Singing; Female singing; Baby cry, infant cry; Musical instrument",Speech; Female singing; Child singing; Music,2.008,4,7,4
Y1xRv-LwycNA,"Speech; Door; Inside, large room or hall; Slam",Explosion,1.959,0,4,1
Y1Xtkou9dtyA,Music; Psychedelic rock; Rock music; Musical instrument; Guitar; Ska,Music; Rhythm and blues; Soul music; Ska,2.059,2,6,4
Y1xYpHbg0fEE,Child singing; Female singing; Singing; Music,Female singing,1.985,1,4,1
Y1y7VNxjEC_U,"Smash, crash; Music; Whack, thwack","Whack, thwack; Smash, crash",2.033,2,3,2
Y1YFa9CpH7Kc,"Cattle, bovinae; Moo; Cowbell; Livestock, farm animals, working animals; Music","Livestock, farm animals, working animals; Cattle, bovinae; Moo; Cowbell",2.127,4,5,4
Y1yGWdegJjA4,Music; Drum and bass; Electronic music; Dubstep; Zing,"Music; House music; Techno; Dubstep; Electronic dance music; Dance music; Burst, pop",1.887,2,5,7
Y1yKGjTOk7NY,Child singing; Female singing; Singing; Music,Child singing,2.007,1,4,1
Y1yNBf7QG__4,"Speech; Animal; Child speech, kid speaking",Speech; Clip-clop,1.921,1,3,2
Y1YRhxCXCM0o,Water; Gush; Pump (liquid),Water; Sink (filling or washing),1.860,1,3,2
Y1yuL1ZCSS4I,Speech; Music; Basketball bounce,Speech; Music; Air brake,1.891,2,3,3
Y1YWeSXAXwQE,"Burping, eructation","Burping, eructation",1.901,1,1,1
Y1yWGmdevTuM,Music; Didgeridoo; Musical instrument,Music; Didgeridoo,1.916,2,3,2
Y1Z0G4O0lVwA,"Music; Speech; Synthesizer; Musical instrument; Electronic music; Telephone dialing, DTMF",Speech; Music; Sidetone,1.892,2,6,3
Y1Z4x67dhw-s,Rub; Wood; Sawing; Filing (rasp); Speech; Vehicle,Sanding; Wood; Rub,1.972,2,6,3
Y1z5KCCduAUM,"Speech; Inside, small room; Drawer open or close",Speech; Shuffling cards,2.024,1,3,2
Y1Z8MIXXDPls,Hiss; Steam,Hiss; Steam,1.997,2,2,2
Y1ZaxqZMs21M,Music; Musical instrument; Singing; Guitar; Rock and roll; Plucked string instrument; Rock music; Psychedelic rock; Roll; Punk rock,"Singing; Music; Musical instrument; Rock music; Roll; Inside, large room or hall",1.965,5,10,6
Y1ZEzs9zmZaU,Whip; Firecracker; Fireworks,"Gunshot, gunfire; Whip",1.959,1,3,2
Y1ZgXgyEJSbc,Tabla; Music; Drum; Percussion; Musical instrument; Singing,Percussion; Drum; Tabla,1.975,3,6,3
Y1ZHnWpLQtyo,"Speech; Male speech, man speaking",Speech; Radio,1.895,1,2,2
Y1zIoNTdug0U,Speech; Vehicle; Car; Fireworks,Speech; Run,1.623,1,4,2
Y1ZS9EQzbAbM,Sawing; Wood; Rub; Tools; Power tool; Drill,Sawing; Wood,1.898,2,6,2
Y1ztMYYV7TVY,Speech; Music,Speech; Music; Gurgling,1.985,2,2,3
Y1_7BKFMJrYA,Speech; Waterfall; Stream; Rain; Gush; Vehicle; Rain on surface; Water,Speech; Gurgling,1.940,1,8,2
Y1_hGvbEiYAs,Vehicle; Engine; Idling; Speech,Vehicle; Bicycle,1.911,1,4,2
Y1_knvtpENoQ,Speech; Dial tone; Busy signal; Sidetone; Telephone,Busy signal,1.925,1,5,1
Y1_Q80fDGLRM,"Speech; Dog; Animal; Domestic animals, pets; Bow-wow; Yip; Bark; Whimper (dog); Canidae, dogs, wolves; Growling","Speech; Animal; Domestic animals, pets; Dog; Bark; Yip; Bow-wow",1.943,7,10,7
Y1_Yd3NwpP7M,Singing bowl; Music,Singing bowl,1.968,1,2,1
Y2-h8MRSRvEg,"Emergency vehicle; Vehicle; Siren; Fire engine, fire truck (siren); Truck; Motor vehicle (road); Ambulance (siren); Toot; Car; Vehicle horn, car horn, honking","Emergency vehicle; Police car (siren); Fire engine, fire truck (siren); Siren",2.012,3,10,4
Y2-XyCIq8Yp0,"Child singing; Female singing; Speech; Singing; Child speech, kid speaking","Speech; Child speech, kid speaking; Child singing",1.966,3,5,3
